time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Chinese,All genders,4,5,3,3,0,0,0,15
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Chinese,All genders,9,31,64,54,25,3,0,186
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Chinese,All genders,233,287,201,153,87,46,18,1025
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Chinese,All genders,5,54,79,29,7,8,0,182
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background,All genders,2,3,19,16,20,10,4,74
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,167,170,417,305,169,61,29,1319
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,165,369,404,457,362,222,76,2055
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background,All genders,23,99,270,298,191,81,25,987
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,138,371,388,357,264,166,56,1740
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background,All genders,9,45,66,87,71,44,20,344
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background,All genders,15,41,77,73,69,35,9,319
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,10,58,103,136,84,17,5,413
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background,All genders,65,196,352,272,163,66,25,1139
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,27,79,92,77,39,13,4,331
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,131,167,94,57,37,18,15,519
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background,All genders,2,6,18,19,26,19,6,96
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background,All genders,42,166,269,260,148,34,16,935
201718,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,8,28,23,27,13,5,1,105
201718,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background,All genders,39,95,153,143,84,45,18,577
201718,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background,All genders,72,279,517,426,217,63,23,1597
201718,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Ethnicity,Mixed Dual background,All genders,0,1,0,1,0,0,1,3
201718,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background,All genders,3,4,21,23,37,15,10,113
201718,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background,All genders,8,50,111,105,76,25,21,396
201718,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,16,72,200,258,134,41,7,728
201718,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,9,23,48,56,45,17,2,200
201718,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,6,39,125,127,39,9,3,348
201718,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,3,10,15,12,11,4,1,56
201718,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background,All genders,9,22,49,47,25,13,9,174
201718,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background,All genders,14,32,95,93,70,36,17,357
201718,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,88,245,256,258,215,124,51,1237
201718,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,91,270,595,645,431,189,62,2283
201718,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background,All genders,30,107,214,163,108,47,13,682
201718,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background,All genders,93,174,443,390,265,73,33,1471
201718,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,28,94,106,81,46,17,5,377
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,4,29,37,40,19,3,0,132
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background,All genders,133,335,746,762,401,124,27,2529
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,452,758,744,513,315,185,107,3074
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,37,66,66,24,11,5,4,213
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,0,8,7,4,2,3,24
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,72,73,157,116,66,21,11,516
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,68,159,166,172,149,73,27,814
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,8,32,100,98,78,23,8,347
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,59,162,170,141,105,72,22,731
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - Any other Mixed background,All genders,6,25,21,28,23,20,10,135
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,12,19,28,37,26,8,1,131
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,2,19,34,39,31,10,3,138
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,27,71,127,105,73,30,13,446
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,9,30,43,33,16,5,1,137
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,62,81,48,26,12,8,7,244
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,3,8,6,5,7,2,31
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,22,70,96,99,54,15,7,363
201718,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,3,6,8,9,6,2,0,34
201718,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,17,40,59,53,36,16,7,228
201718,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,22,93,191,165,81,20,7,579
201718,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - Any other Mixed background,All genders,2,0,13,6,13,7,5,46
201718,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,3,19,27,42,29,11,3,134
201718,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,2,29,74,88,57,14,2,266
201718,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,4,11,15,17,12,8,1,68
201718,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,4,12,39,52,16,4,2,129
201718,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,1,7,6,4,2,0,0,20
201718,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,4,10,12,22,6,8,4,66
201718,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,3,7,31,29,21,9,8,108
201718,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,38,123,109,101,74,59,24,528
201718,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,36,95,205,220,152,64,24,796
201718,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,9,45,81,49,30,18,5,237
201718,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,36,58,161,125,90,28,10,508
201718,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,16,47,56,37,23,5,3,187
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,1,16,16,11,8,1,0,53
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,51,110,275,261,153,31,9,891
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,217,323,308,209,112,72,48,1289
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,18,42,36,17,7,5,1,126
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Asian,All genders,0,1,4,5,8,3,1,22
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,51,58,108,84,28,12,5,346
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,62,130,132,129,107,59,24,643
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Asian,All genders,8,35,84,98,40,23,2,290
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,54,122,120,121,68,52,20,557
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Asian,All genders,1,11,31,26,19,7,4,99
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background - White and Asian,All genders,1,14,23,24,18,12,2,94
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,2,20,24,26,16,1,0,89
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background - White and Asian,All genders,26,74,114,83,38,20,3,358
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Asian,All genders,13,25,26,20,9,1,2,96
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,50,52,32,16,14,7,3,174
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background - White and Asian,All genders,1,2,6,7,9,5,2,32
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background - White and Asian,All genders,17,58,99,70,40,11,7,302
201718,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Asian,All genders,4,8,6,8,4,2,0,32
201718,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background - White and Asian,All genders,15,29,44,34,13,10,3,148
201718,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Asian,All genders,34,100,154,111,46,16,5,466
201718,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Asian,All genders,0,2,1,8,11,4,0,26
201718,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Asian,All genders,2,17,35,25,17,5,6,107
201718,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,4,16,45,53,21,7,2,148
201718,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,5,9,18,15,11,3,1,62
201718,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,1,12,33,30,8,2,0,86
201718,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,2,1,5,6,3,1,0,18
201718,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background - White and Asian,All genders,1,8,21,13,2,3,1,49
201718,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background - White and Asian,All genders,6,8,27,21,13,6,1,82
201718,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,36,83,95,82,64,32,12,404
201718,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,23,85,173,162,97,35,10,585
201718,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Asian,All genders,10,28,60,39,20,6,5,168
201718,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background - White and Asian,All genders,23,52,101,85,51,12,4,328
201718,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Asian,All genders,8,18,21,20,3,3,1,74
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Asian,All genders,2,5,8,12,4,1,0,32
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background - White and Asian,All genders,45,121,232,205,82,33,6,724
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Asian,All genders,155,264,252,165,90,60,26,1012
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Asian,All genders,13,17,15,2,3,0,3,53
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black African,All genders,0,0,1,0,2,2,0,5
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black African,All genders,21,12,57,30,22,8,2,152
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,19,25,47,61,39,35,4,230
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black African,All genders,4,6,31,32,28,11,5,117
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,14,41,44,41,38,15,5,198
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Black African,All genders,1,5,3,13,13,8,3,46
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background - White and Black African,All genders,1,6,15,4,9,5,2,42
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black African,All genders,4,5,12,20,12,3,0,56
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background - White and Black African,All genders,3,25,43,32,25,9,4,141
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black African,All genders,3,11,11,10,7,3,0,45
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,8,12,6,9,6,0,2,43
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background - White and Black African,All genders,0,1,0,1,4,2,1,9
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background - White and Black African,All genders,2,12,21,24,18,3,0,80
201718,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black African,All genders,1,6,5,5,2,1,0,20
201718,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background - White and Black African,All genders,3,14,18,25,12,6,2,80
201718,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Black African,All genders,5,32,51,51,26,9,2,176
201718,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Black African,All genders,0,1,5,3,3,0,3,15
201718,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black African,All genders,2,5,18,14,10,3,2,54
201718,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black African,All genders,2,4,17,36,18,8,1,86
201718,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black African,All genders,0,2,9,12,10,1,0,34
201718,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black African,All genders,0,5,16,13,6,1,0,41
201718,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,0,1,0,1,0,1,1,4
201718,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background - White and Black African,All genders,1,1,9,4,7,0,2,24
201718,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background - White and Black African,All genders,2,2,5,8,15,7,1,40
201718,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,5,15,19,30,32,13,6,120
201718,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,11,29,72,87,52,20,11,282
201718,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Black African,All genders,3,14,27,29,20,6,1,100
201718,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background - White and Black African,All genders,8,18,68,49,42,12,7,204
201718,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black African,All genders,4,16,8,15,6,4,0,53
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black African,All genders,0,2,4,6,5,0,0,17
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background - White and Black African,All genders,11,39,76,96,43,25,5,295
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black African,All genders,34,75,83,44,47,21,19,323
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black African,All genders,6,6,10,4,1,0,0,27
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,2,2,6,4,6,3,0,23
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,23,27,95,75,53,20,11,305
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,16,55,59,95,67,55,21,368
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,3,26,55,70,45,24,10,233
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,11,46,54,54,53,27,9,254
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,4,11,20,16,9,3,64
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,2,11,8,16,10,4,52
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,2,14,33,51,25,3,2,130
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,9,26,68,52,27,7,5,194
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,2,13,12,14,7,4,1,53
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,11,22,8,6,5,3,3,58
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,0,4,5,8,5,1,24
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,26,53,67,36,5,2,190
201718,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,8,4,5,1,0,1,19
201718,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,4,12,32,31,23,13,6,121
201718,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,11,54,121,99,64,18,9,376
201718,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,1,0,1,0,0,1,3
201718,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,1,2,6,10,4,2,26
201718,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,9,31,24,20,6,10,101
201718,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,8,23,64,81,38,12,2,228
201718,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,1,6,12,12,5,0,36
201718,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,10,37,32,9,2,1,92
201718,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,1,4,1,6,2,0,14
201718,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,3,3,7,8,10,2,2,35
201718,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,3,15,32,35,21,14,7,127
201718,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,9,24,33,45,45,20,9,185
201718,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,21,61,145,176,130,70,17,620
201718,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,8,20,46,46,38,17,2,177
201718,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,26,46,113,131,82,21,12,431
201718,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,13,21,9,14,5,1,63
201718,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,1,6,9,11,2,1,0,30
201718,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,26,65,163,200,123,35,7,619
201718,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,46,96,101,95,66,32,14,450
201718,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background - White and Black Caribbean,All genders,0,1,5,1,0,0,0,7
201718,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Unknown ethnicity,All genders,8,30,57,59,39,34,20,247
201718,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Unknown ethnicity,All genders,1288,1235,1814,958,377,121,36,5829
201718,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Unknown ethnicity,All genders,1291,2400,2314,1793,1198,560,216,9772
201718,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Unknown ethnicity,All genders,231,702,1658,1378,776,308,111,5164
201718,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Unknown ethnicity,All genders,1373,2978,2320,1554,930,414,153,9722
201718,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Unknown ethnicity,All genders,45,185,178,193,179,104,48,933
201718,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Unknown ethnicity,All genders,166,403,487,324,245,99,28,1752
201718,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Unknown ethnicity,All genders,195,458,743,426,162,36,3,2029
201718,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Unknown ethnicity,All genders,1017,2497,2333,1376,594,222,85,8124
201718,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Unknown ethnicity,All genders,355,850,620,360,168,52,11,2416
201718,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Unknown ethnicity,All genders,1538,1208,667,310,161,91,69,4044
201718,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Unknown ethnicity,All genders,13,27,41,53,49,46,21,250
201718,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Unknown ethnicity,All genders,526,1418,1584,1003,412,139,29,5113
